Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,All_Data_Hash,Location_Status_Hash,Env_Time_Hash
2024-02-17 21:14:42,Truck_8,-65.5260,-3.0202,154,In Transit,21.5,74.2,Detour,38,215,3,Weather,84.4,114,0,fab364f35c412fc6085fe9bd05979254e864c8195167a6e0067c9f1fefb7aa0d,33bd076664474e277d18011b5b2f1a8f90bbb817b971a443fedb93749823e9e9,e6dcac864c49e3f277bcd69c3faf82a6f2cab28640a539c708d92c40ea8ff485
2024-03-04 06:44:50,Truck_2,-26.1836,-30.3641,348,Delivered,27.3,71.6,Detour,30,211,2,None,96.4,115,0,2cc0de395bddb4274008642ce3b087e4435d27daa53a6444f1625a1108886e7b,12cb79d7c112b24b835e5d42479801885bb28cc3d31f936d14480efc4f08351a,f2805ac1822578adf48d66d690d6e07db0d4e47bdda665e74a9c83f15fcb7ddc
2024-08-28 12:19:14,Truck_3,2.6709,-80.8879,163,In Transit,25.1,76.8,Heavy,54,320,5,Weather,93.2,231,1,855683627733111074eab489c0423a2ca3614f02c28035a516847cbe3aff670b,17e97ed4ef7eb25c27154358bfd59ffbe27f470a31342187efc8ff93a2d8bb36,4c48b53de2aafe7a579f6f1c23ef294bfb9834804dd30d7cde3e5d4a5573810e
2024-01-04 22:52:43,Truck_5,-22.4793,-54.5143,130,Delayed,23.7,68.1,Clear,45,487,4,Traffic,84.1,256,1,3acdd574fcb35b3d2012f4291690d02581e1c2d536bd651d38e3c70fe0e8000b,484957d396b6db76438742b25d9685a2d6c8599980ca71d9054ce2e6bcee532b,205a34a23dfe10abb4427354f2181e1c43f21313353d35d106c9c24f2cbe9054
2024-10-30 17:52:03,Truck_4,-34.5353,-40.8617,391,Delayed,21.6,72.5,Clear,58,298,7,Traffic,61.5,170,1,a661f1e94d411e21ed70715ebbc46174d7c13a17441e1945b7023a7e3f9174e8,aaccc054c8c36f2852c06e96018a31562b6e16ebba06bc7137f7dd0b89fe44d2,2dc750042bf36a06c4b30ff05ddac657eb2cc3f8d9861347df6e15d0399e536c
2024-07-15 15:42:02,Truck_7,-8.7105,-17.8347,344,Delayed,21.4,53.5,Detour,23,461,9,None,93.4,106,1,3f44492a560c1e74c9c55b6a781701e39a936f6c4271f301db1fcd2f9882c1a8,38caff7201c744a3dc427d84fd150b7a0b57cf3a0bdd3e16f4cd7c0ded9a314d,af9dddd5595a4f43a2be1832ecbaaf22d1cc7c8b99b6854429d60cea8f289dd3
2024-01-19 06:42:30,Truck_5,14.6629,116.0696,409,Delayed,27.5,66.6,Detour,29,492,3,None,72.6,204,1,5e39e45771df7473102df817d06272e4b84f1c85f6f64cb9e843dc62aae6c18e,eb9c23b7a379c2dc12668097736d46cfb73b1591ee2ab0ea0cc38497f7062a27,343907e34358bc61eefb9e702218bbe80360e8df4d4e9d764c3328d5b818fce2
2024-04-28 21:23:34,Truck_10,75.7743,108.9425,457,In Transit,25.5,75.9,Clear,21,315,3,Traffic,83.4,248,0,f3b972cd6964e6cfc6a8656327531cf3b2af3d1d3824b108892e04b333c0cabf,5468a429089cabb17d90007a6b512b8fa9b38b381d3b55654191b9694d1c6caa,d7146d284bf0a4135eeae7dc8e649d4fad2e2ab715af1a81e0a08c90fd52e7d2
2024-03-06 20:00:26,Truck_5,50.3419,108.5647,207,Delivered,29.3,59.4,Detour,31,174,5,Mechanical Failure,65.9,195,0,d6e0e8563fc36f8f77521e198fd70a1ae8bab810c31e7610da7350b8d91975b9,4f865a8a775eb053bebad1143389109ab079292108e8e0175f2690242a11912b,d2c12492a2d95088ce8e7b38105cbdfb777a8f102203345f269b4d71ea2a505e
2024-11-20 16:38:07,Truck_8,-6.6729,132.6727,155,Delivered,19.4,53.2,Heavy,20,152,1,Mechanical Failure,99.3,235,1,767e140e4082bb772b55b77c8e3ac8d4367e12dcab99e2d1a27e7f5cd3735583,41847a894b6e0fc8f9f92b6ae95e3c9f45af59398211c1ee16e82d84dad2241e,a6b03ef20e55c38b5932d284d270809d40b590b37dde589707aa9f00c49f019e
2024-01-07 09:13:28,Truck_6,-74.1751,-102.7331,314,Delivered,19.9,64.8,Detour,57,396,10,Weather,78.6,135,0,e7641e171f5055ec7da5213f97e2e43aaee278bad63fd31da49216e8c19519d3,a7fec749abf61749564e71983f5c7948b237d54c4a61612b659771ae4a32cf3d,e14469fb10918777635cc0173bac8b81b08934a2ac09f1a8a1c174618b19f3f4
2024-09-25 15:12:12,Truck_10,-33.2264,169.6187,156,In Transit,27.2,74.4,Clear,35,354,2,Weather,63.1,282,0,8a72b5fbe85f64c1b5f8691d564b5544deea19ed3ddf0d8d6784a77dc1144ec6,b66468434ea1cb9a875d8ada8418feb9dbf25a364a8b66f4cd16beb9c44d83d4,5aef41f82f3fbb496733749a5354ac871d8a1b2807c3dfa8192415472c76c0f3
2024-02-11 13:30:18,Truck_2,-34.4469,93.1585,119,In Transit,28.1,72.4,Detour,41,176,2,None,60.9,238,0,048966386dda1dbe3bc530406024653e0a5f3380b275f8f60893b4ad806cb0c2,87900a549f4432d781f723f41764578e1ba488847b8c41830458021b2ca25774,2a5b04e8c4448945a2a9459b565fc376892b1c6e86da51d8099d9e82960dafb0
2024-11-20 11:22:13,Truck_3,-12.2067,143.8051,119,Delayed,19.7,76.6,Detour,22,121,3,Traffic,80.9,262,0,ada5c5a51b75eddf00b3ab37089dd305a385f967d6b1b4e10dd1b4c6e686f040,149a8067bbc4286d0d6c7b53d04742322f5696a679d6e2cc7e5cf37bf7999ec6,de1ac1db1c5db0dc3ac54f91b02d7c3106da1c0c8e1d932fc8be90087d85525b
2024-06-25 02:26:25,Truck_3,-22.4270,108.2306,435,Delivered,25.8,78.6,Heavy,22,220,7,Traffic,90.8,101,1,b9d4e522e87656ed6dbc1532d3ea627c0d5421f21129c6d46e42f62e4832bdd1,55e99dda4a0eb0cf6fb5f85024c98c378b9dea2d9fce4e74362b459e67e1bd5d,f23d5c3d365a27d7ce30a183344e71f119ea55725a359ec77de9c9c2c25f7320
2024-06-25 00:01:12,Truck_9,43.3353,-12.0683,422,Delivered,20.0,62.9,Heavy,14,184,9,Traffic,64.0,248,1,508004dc331ca7b9c6cf1474ead7788b7b75de58cbafcd4db3eb04c3c53c6ae0,578e187aab60ed8ba95e17e6637fbf777d68544a1352a07b27b806a293442802,e4f56b4a7d2f41dbf387a78d21f60858b7619778fcc92ca51437dc0e336fbbd3
2024-05-02 02:33:56,Truck_4,-66.7517,161.4500,353,In Transit,20.5,52.0,Heavy,26,392,7,Traffic,76.4,155,1,ab51876807c9c8cd060fbf3268e83ee2160b5b4aa8f5a05a209c1f7d999cdfe6,e01030b546a7b9b88d196dd879d00227251a5f689fba0a6f448119935298bf55,9424fd29e4b6bd036a72f5e68b8cb5a935be2a3fd018fa4f536fd0816a9fce97
2024-08-10 00:04:40,Truck_8,-65.7349,-173.3011,299,Delayed,23.9,50.1,Heavy,17,315,6,None,88.3,252,1,42cd3f93a05be898723ae999b78aa36801313f4d0d24a4ea0159ff3d3bc4a86c,d83d091e9d622f2d9b37b3889751d54da28e4d8705b506e93588e4d7fe1a70f0,22f7d5e41fcd65a1daca80850f2553c5917e6df798684f14c2c1c0c966a3f4e4
2024-05-13 03:20:21,Truck_1,-55.4768,18.2551,261,Delayed,22.5,78.4,Clear,41,209,6,Mechanical Failure,71.8,240,1,4bf35a3260af6032129eb5ac03aa1753f0cb49774c723f5db4f494b8fcee13f3,d63155b1441034a88e45726663edd1168f464591d0f6df5d6df022e62b6003ca,a2e394990526837cbccc38957c66da9da56fcc89eff77f1d65a95f63c2cc4e43
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425,Delayed,19.3,51.1,Heavy,39,235,9,Mechanical Failure,88.3,242,1,bd9c21e321a98f251ccc5134567c33faf6cfe355be0e6b57f70af54f10ebd9c1,208efcb1fabc764f760157411e3cf141d5d9ba6bf2af7b81a636890a10cb782f,000dfa632eaf70f41ffb2c8d0db585876cfb14198e247fea40dd85812fc8413c
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,Delivered,26.3,52.1,Detour,48,104,7,None,66.7,220,0,afe86cb882a208cdbb75af7c9308345786d8a0714efbe310749a60457d998f6c,b6b1c1c9fb53aa4467e94391cb73768ab09a8512d9319ce531d092b033d39e56,a70fec5a40d57d203d1cbf7c7d44e77411ff46d2d07481b695a54ab3532d5253
2024-04-24 06:17:22,Truck_10,80.3158,70.7650,223,Delayed,24.0,60.2,Heavy,45,292,6,Weather,78.4,205,1,b7bc2203468823a8c2b031e2c99659cb7922d59ec3c2454a79e3da10981b30a1,5f0a21336516921def68c0c5ec75474a8d3316c894d94351f344e40b484c64f7,20311e291a2803704ae9224090d7cab8f0263db9219c52ef14aa1e0c192e8d52
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200,Delivered,28.1,72.1,Detour,28,129,9,None,74.3,134,0,61b81c503bbd47a16bf7552612db6d66c8bf5707973c1414e3e876bfa2243ec0,897f6f286988b8f34ac0eb13754c3a23a727b32ee465dc8feee205b6affc7ad1,9d2fe2b7f9aebc4ef364431038a3a975be20c997333e141690077ad1acc8ae23
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466,In Transit,26.1,72.1,Detour,54,475,9,Mechanical Failure,83.4,222,0,12c074d823acda6f5b1898630f5a55a74159f12dcf5c734bc9cf101f1a37cfea,6f66cabe0862f807f8e54c770bbc3fb9c617c7b477ffd80cd304c4e3924c824d,5e5a63fd439657c7469e92331e1d1710619c16824ad1ab4ebf97058809710c96
2024-09-19 22:53:51,Truck_8,-19.2577,66.7440,474,In Transit,27.7,71.2,Heavy,50,311,3,Mechanical Failure,91.6,266,1,8a86327a7d066e4bbf46c335788100adae9ee08d8e53fade1af6c7e1ee52f641,1929f34fb587c5f36a1d44ac8e82a08bd7ec09d75ddf4075170feac15ecf7c0e,7f3a29fbfbbd09e29109d41f57c5ccfe1d82870cd840500c1490b0657cd9fb8f
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490,Delivered,23.1,75.2,Heavy,14,460,7,None,87.8,261,1,d3c58abd5f31356e0484f957e1d53596235b8ae732678ca119392f87666eb8db,5dad093d8795c9b9d7d9e79c381c259a4838312255675c4a9cf6426f82877eec,a357c94f846fc0e918ace53ee6cfc70edaae68eed27c6b801ee748591b27d1b8
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126,Delivered,29.6,67.6,Detour,19,201,9,Weather,84.1,255,0,238a756327eb4f3b02b989a03345d06c5559094cf884445719ab5f40bf813d04,6711fec192c1eff27181450c228c1c74091156ed74c0c63ad672318ca4620198,6e2336948c583452a5b90bd3fb58dbb21fc6ee1dc8dd4f17d004f8c2752f13e6
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,In Transit,18.2,76.4,Clear,45,466,7,None,98.1,196,0,1e3d860693d1ae0a2a5e72c5ea72ff02a554a890c2e59ac521bde998b82391b6,c65eb5e51d6eb331c128c5fc238afcb6ca96592e54142ded70fdd872cc530740,6388fb7a759a54a4615c0a963aab657224cd0d35fb9d930c1bca9e3894fa69cd
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477,Delayed,19.2,79.4,Clear,12,310,5,Mechanical Failure,63.7,129,1,3613f80da33a7a0d275cd444407e72627e020b667fe4ddcb38f50a7afb6adc0b,246236176089d04959e16dd7e9a73e4162c98745d83f24cf8fb45c6973261947,973c45b91d29c4fdf4a7a57e6426fadf191a59ef15742221de34531f6d7c85cb
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245,In Transit,24.2,56.9,Detour,39,379,2,Traffic,66.4,183,0,19b4bdea6f49a158962dc7e3af36052358cc57df67768730a3793f305e6c3895,068d8033df424ca5cc19f5a5c094dfef1920e5d9ac9e62fc9c69c3bc3ab06007,f2a5d08f1742aeb11d1c9089d80ee5bc03e19fe90b88c5d58017bd6cb69f707a
2024-07-09 02:12:54,Truck_5,40.7840,77.2346,172,Delayed,25.2,67.6,Clear,40,274,7,Weather,66.3,170,1,c4827f8be834274add7434a00c08453b988824a57bb68922ebdf52cdfc9b32c6,8e10100346c558e51eafefb640e221bf505c0a37f70eb241dc3993ed7edba12d,3e74aaea3e6c6b6e60cccc1da315b987df802b1ef0280fb3a482113b0fce3aba
2024-12-01 23:54:16,Truck_7,-68.3515,158.2510,206,Delayed,20.7,77.5,Clear,15,308,2,Mechanical Failure,63.9,209,1,a8f807b0d7302fe3ca1ecd6a7e946572b5dc5284a29cd9bd5bd7e93a6a69a5d2,f6bd4be662b85945e4b421751debda30fa3e24bb885367a11028ef50901699f7,dd7e870398c2a88c1e84dabe2f9feeb8c17da68c3a7303c15dfc7e80f6ec7fed
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310,In Transit,18.7,54.7,Clear,52,232,9,Traffic,72.6,113,0,46166386e004bdbc9262c10356258c456e85d8a1dae7d095dca98b16d644759d,77c822dae373a9b526354b23b599fafbafec7a4fc8eb9e4917f6d9fd9de5ee5a,702963c8d1d7ae593d6374b32e1b39e547c61ee4a271b68680b956ac2d937892
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225,Delivered,19.0,63.0,Heavy,17,282,6,Weather,99.6,265,1,4556d9f8e464db7b3d36528c2e66a809e0e6148932da2577f23157b9470f1dc3,3073608fd2c9e61dd4bfd25bcb9ec6429b157fadf482781c5df1b0d3d4a16646,4735ad1424e5cb80e0c16fe3be7b63102da057ac8df657257df52214c655c600
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303,Delayed,21.2,71.4,Clear,56,143,10,None,98.1,123,1,a8f53d2dca0475bfcecd43963415f4d1c3b399678490422c8ce29572aee09ad2,40680bdd083a1c50ad8ba6be4c343a5d1a5696d5d293df7d59a0206d4c8a0118,7ef46919c0e7fb3daf7a8b7fab26745b8a4547328f1cded8a9ffd55011c594c8
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237,Delayed,20.7,78.3,Heavy,35,491,2,None,80.7,189,1,75c7bec3ad0dc0cc71a2c41b00bf0dfbb7bccb1953522227e75a2afb11ae6eb0,8401e092a3919f0e1e134a20ba394c6a8703d117484833558578f516053f3e6a,8b0c498e47bc27e671eb04559a95a936cd96f38537721f60c933dcbdc4a37eea
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172,Delivered,18.2,79.9,Clear,46,258,3,Mechanical Failure,60.1,154,0,6244f5c06cd056e3b1642d5d343322da7d13ad63752c810ac5da98de67f28bfe,2a674bac49b7a416ddcf66884a20172a34598244012ed5d2db8c2c653af9f39d,fa87962116e5a3a6a139e3fda4f46e13e5926dfd4a4228990c444aaa2f7756f6
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214,In Transit,21.7,77.0,Heavy,47,187,10,None,97.4,175,1,a4c28e7e788af03632391ed33e6a9e1207cadfbce025c285861d931071113b90,8da262a778e037a5c49c24a1d1b13dfbad0af0ab3f9a8c5eb4d9f53a67fa9fb9,3363a9c799a3a4cc4291de934d99c713effc38072e46023fbf326dfff662ee26
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330,Delayed,24.0,52.9,Heavy,14,425,1,Mechanical Failure,89.8,289,1,5d486c7feccaecf25a5d6284075194058ce3b45b0c24a4521ef457b5daef9ee6,e545a6c50ac0c372541dbee34b69abc2f93c81e0ed449036e340c2d509ca7029,c65e563e26f42158bd2fdd22ff10db979c28f27b8d058150591a3804d04a065c
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130,Delivered,18.1,78.3,Heavy,39,424,9,Traffic,92.3,143,1,cd38bf64f6ba2982589c004f549219aada1228459f4ba4ae5a00f09261776ad6,eb8ef8d24ec8b1e7998f9ab5504043e75dde60135adaf18f12c5605b7acb1833,2a6c20bb6140e53f5636ced4a70d1876b0271894dd5ff76389db31a8e7fb4e79
2024-03-23 12:47:34,Truck_2,67.3960,170.1537,364,Delayed,26.9,67.8,Clear,55,467,7,Weather,95.2,128,1,abf704ab3cdcb8a9ea44b29b3c59d58e863dd5efd2a11b5ef5e59f49efb973cf,bf430bb2de929a0cf61d6b91e58ecb85d3298a9a45d483851b474ac3607b4a23,a17098c637d6783c434e30c3d301efae98c1d5ae1589c3576aafe2e3941a2028
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430,Delayed,26.4,68.4,Heavy,16,277,8,None,71.9,137,1,c9c274561055595df9cd3242997541cb9c3c622b50fc556ef51365b39ac4c2d0,5e2967f961555fcc916c33f9d3ba32d6ae7265fbb481408a71a96149233e613d,a59e975bbb0df37da45237decc8cde30d2105d6138177a3c238d49758034b56c
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187,In Transit,18.6,67.7,Clear,12,375,5,None,85.4,140,0,1f0791ad6388904e8172e6e2c13037c7add88eacc067b14361b6287637891718,c0e5ea882b679d6d587157c74b42f48fa5dc784d4b6dc2537a28424b2ea5cb28,72265a31cd3c745d5182ff7f6ebd3332ff01f58c15e7ea75ee452d57737c3319
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323,Delayed,28.3,61.2,Detour,52,139,4,Weather,72.4,127,1,f6919f48aa5e27bf43674cd16d0ec24fa7f1a443a0209a31f5b5e403fb4bd108,dd06cebd4d8ea0dcc8a24884e5fa5d863b9db8f9e8212ceb52a4698de81c09dd,f2edbd210ea9bc9f83e25530cbe78fa2822b9ea123206b8aa4c2297bce1cf1ee
2024-01-10 01:05:25,Truck_9,-73.8211,3.1870,386,Delivered,26.6,78.2,Detour,19,456,7,Traffic,87.6,290,0,fbc74f9b3d09dcb0a9fb18e71cb0c5a580e6100b56c20ef996717706afdb5278,839dad4db56e6f15cb5cc204dccea2e5281a8ab41ac441767d124959e8323af1,e86432cb67ba909b2805abc7b59d19bd232fb355a3a3173269db7e2da06c5cf6
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422,Delayed,19.6,53.3,Heavy,40,205,5,Weather,86.1,242,1,d6b4656cd8b7a8576b2d8974581ab40ba5027713b2bdfeae2758ff7227577d9e,2ff06fdc900dc912859865d17034ac0e2e5e6bf7a3bac7a027ce8ae79dec3141,8213de169be22cb5c6fe280ab0375ddf96df5cfe67746d34da3172e6cd5bcb7f
2024-06-25 01:52:28,Truck_9,27.4253,90.1386,433,Delayed,24.0,77.8,Clear,37,173,9,Weather,89.6,143,1,2c711b9956d1776c333edf5745185ddba9eed53e4a05146b1303523ca1f79ac8,41371d7994c5fdcdc61efddd0af4e13f1091aef7990526f075f216f5d8966bd3,6f737a40b30a43bd6612aeb0b8e8b26dda3794cfb1b3ac8dc220cedd832adf3d
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,Delivered,26.0,77.4,Clear,19,314,2,None,70.2,250,0,df43e1ad6c5425f45e385bf212eac3e4c02649fbef218306f24c1a0ab23d46c7,9ce42a54b3048eb885b90b594cc685d6467fe187d6e7dc8041656285ed9392b3,b7cfb8a5e0a4521f2b4acac56d13ce5ce7f81d09a8c943aa2d7f5e7d2f83803b
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176,In Transit,22.6,73.3,Heavy,37,154,4,Mechanical Failure,91.4,169,1,feac21b25dbb91c105f0ab0265078159810c9135097b0d9a8d5d9d3507d45e67,461ddd0e8699024e90519fe2bbe0d587dd359787ff4c33ab9ba0b5b648523e41,4b974b6d2309fc67b70f01ccc321dc6c0a60c125cfa527f6ea316898dddf01bd
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125,Delayed,23.4,57.6,Heavy,23,191,2,Traffic,72.0,241,1,b5ae71ba6b61f8be3a6d237a471aad9d50b318a4e4bf41a104cd69163bddcf2f,bc20fe62b43361d9d299a05b01c594e955b942f21d97cd9c4e474b32a0a3f0cb,baacc0ddac283ca72708c6ec03e7498c4c36b3ee8b5bce211965712737281e54
2024-06-12 02:49:27,Truck_6,64.0395,-151.7045,336,In Transit,27.4,58.9,Detour,49,100,10,Weather,70.7,236,0,40658a35eb7b58c2b9aaa35c2868007406fd4e290d0b6412f7d14749ed7654a6,76ef9130d8babf29d06ba3d4f330d175542d7b46229d6735e5b16013bbcf4cb4,9159c81d335d6bf23e9f21ffd44114c4dca86137d2725e8d5eb06b29205095e4
2024-11-02 21:19:46,Truck_7,-24.1402,-168.6013,244,Delivered,21.3,73.8,Heavy,39,229,7,None,98.1,197,1,be2b5c4b5289cb79aec08982c91fb0091ddd9e4e68c834e0873e9b93d6f05eba,456fbab0e0a32424f694d3ca7f0b99808cd35f81228b7f220e6fb526f01583b1,364130be2653140c17bd6185952caf23296e5714ccff1085a44464764b05d350
2024-02-29 15:12:54,Truck_4,72.8574,179.0100,391,In Transit,20.5,71.2,Detour,12,112,7,None,78.3,267,0,9c9f375f04b99abef9070573c4c6f01d72b1aa428c49c97d224205a95bfc9cf5,254bb823cfcd8a42a4231210811dcc9859858a827d38089f49ee424d0fd5ec6a,707a2e01b3f9f28c5a2c4acaf55cc5775697ffa96361c3b6132e9ff987565c09
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425,Delivered,24.2,54.6,Detour,32,193,3,Weather,69.9,260,0,30aca282a1d7e9f9283d951032cefd87e793793ea738f5d34f386817415a404c,0de8f334c97ea89d7e24aaf071ff2212f7cd22e7bb90fe48fffdd8938c52d301,9e20bb1cba4e02af539ddfeafb397d30a6c60d7475bebc7424c16c7e89d36ecd
2024-11-25 10:39:09,Truck_5,68.9594,-123.5048,403,In Transit,26.9,60.6,Clear,50,418,1,Traffic,67.8,182,0,274ac5100b50e6edd7a0e71478927ef5f7c2fd7a024aa2e1c7420f2055b3a457,8aecf8a2bb4531812a9359e7dc89c11c402e68047060c473dd4306a7016577a3,96ed21de9ece61a9279f56e7b5f0702a2b0555c45092ad7d7ff10d489cbf2f42
2024-07-04 18:22:32,Truck_4,14.9079,50.1606,438,Delayed,26.5,69.3,Heavy,34,378,5,Weather,88.7,256,1,21342385ec5856231320d72a88d7ddf8f5fd0192029bddd9d59e046eff12bcb1,93d743f6202bfe7a5289bffb518ef60454f876a11efd955b47becbf63c1b1f8b,4e2de9c629aff0d317874f68910092699a1e38118d73c7db4680c60dfdfc164e
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339,In Transit,26.8,64.5,Detour,24,235,6,Traffic,69.3,212,0,9e762c2161e487b73b40cfc9aecae79de8da11e7f2be7ba62c6c4db9c4646de4,f6a3b99e3fc18df886a5e034b67634fc7171a659944ef8c6b887b16dbf5dc5db,af69a6ab6ccc1f1e37877ec488b2679cdf1a46bca9b7f9288658448a2f763f82
